"idt_ra","des_fase","des_turma","num_idade","num_inde","nam_pedra","num_iaa","num_ian","num_ieg","num_ips","num_ida","des_indicado","des_atingiu_pv","num_ipv","nam_fase_ideal","num_defasagem","num_ano"
RA-873,0.0,ALFA B - G2/G3,11,7.8012,Ametista,8.5,5.0,9.7,7.52,7.0,"","",8.67,Fase 2 (5° e 6° ano),-2,2023
RA-874,0.0,ALFA B - G2/G3,9,5.811,Quartzo,0.0,5.0,8.2,7.52,4.8,"","",6.67,Fase 1 (3° e 4° ano),-1,2023
RA-875,0.0,ALFA B - G2/G3,9,8.2712,Topázio,9.5,5.0,9.5,7.52,7.3,"","",9.845,Fase 1 (3° e 4° ano),-1,2023
RA-876,0.0,ALFA B - G2/G3,8,8.6492,Topázio,10.0,10.0,9.4,7.52,7.5,"","",8.835,ALFA (1° e 2° ano),0,2023
RA-877,0.0,ALFA B - G2/G3,9,7.4722,Ametista,9.5,5.0,9.5,7.52,6.9,"","",7.5,Fase 1 (3° e 4° ano),-1,2023
RA-878,0.0,ALFA B - G2/G3,10,6.24,Ágata,0.0,5.0,9.5,2.52,8.1,"","",7.34,Fase 2 (5° e 6° ano),-2,2023
RA-879,0.0,ALFA B - G2/G3,9,6.8225,Ágata,0.0,5.0,9.8,2.52,8.2,"","",8.915,Fase 1 (3° e 4° ano),-1,2023
RA-880,0.0,ALFA B - G2/G3,7,6.724,Ágata,0.0,10.0,9.4,2.52,6.3,"","",8.585,ALFA (1° e 2° ano),0,2023
RA-881,0.0,ALFA B - G2/G3,8,7.7322,Ametista,10.0,10.0,8.9,7.52,7.3,"","",6.25,ALFA (1° e 2° ano),0,2023
RA-882,0.0,ALFA C - G0/G1,8,6.0092,Ágata,9.0,10.0,8.6,2.52,4.7,"","",4.16,ALFA (1° e 2° ano),0,2023
RA-883,0.0,ALFA C - G0/G1,8,8.5082,Topázio,9.5,10.0,9.7,6.89,8.4,"","",8.17,ALFA (1° e 2° ano),0,2023
RA-884,0.0,ALFA C - G0/G1,7,8.4587,Topázio,9.0,10.0,9.7,4.39,8.8,"","",8.66,ALFA (1° e 2° ano),0,2023
RA-885,0.0,ALFA C - G0/G1,7,8.8252,Topázio,9.0,10.0,9.8,7.52,8.7,"","",8.665,ALFA (1° e 2° ano),0,2023
RA-886,0.0,ALFA C - G0/G1,7,8.6422,Topázio,8.5,10.0,9.4,7.52,8.1,"","",9.0,ALFA (1° e 2° ano),0,2023
RA-887,0.0,ALFA C - G0/G1,8,8.6718,Topázio,8.9,10.0,8.9,7.52,8.4,"","",9.09,ALFA (1° e 2° ano),0,2023
RA-888,0.0,ALFA C - G0/G1,7,8.9182,Topázio,9.0,10.0,10.0,7.52,8.8,"","",8.83,ALFA (1° e 2° ano),0,2023
RA-889,0.0,ALFA C - G0/G1,8,8.8092,Topázio,8.5,10.0,9.5,6.89,9.1,"","",9.0,ALFA (1° e 2° ano),0,2023
RA-890,0.0,ALFA C - G0/G1,8,6.989,Ágata,0.0,10.0,9.1,2.52,8.3,"","",8.16,ALFA (1° e 2° ano),0,2023
RA-891,0.0,ALFA C - G0/G1,9,7.8882,Ametista,9.5,5.0,9.5,6.89,7.5,"","",7.995,Fase 1 (3° e 4° ano),-1,2023
RA-684,0.0,ALFA D - G2/G3,8,7.4277,Ametista,9.0,10.0,8.1,7.52,6.5,"","",5.84,ALFA (1° e 2° ano),0,2023
RA-892,0.0,ALFA D - G2/G3,8,8.8112,Topázio,8.0,10.0,9.6,6.89,8.3,"","",10.01,ALFA (1° e 2° ano),0,2023
RA-857,0.0,ALFA D - G2/G3,9,8.1442,Topázio,8.5,5.0,9.0,7.52,8.5,"","",9.01,Fase 1 (3° e 4° ano),-1,2023
RA-893,0.0,ALFA D - G2/G3,9,8.8042,Topázio,9.5,5.0,10.0,7.52,9.3,"","",10.01,Fase 1 (3° e 4° ano),-1,2023
RA-894,0.0,ALFA D - G2/G3,9,8.8142,Topázio,9.5,5.0,9.9,7.52,9.4,"","",10.01,Fase 1 (3° e 4° ano),-1,2023
RA-690,0.0,ALFA D - G2/G3,10,8.6112,Topázio,9.0,5.0,9.8,6.89,9.1,"","",10.01,Fase 2 (5° e 6° ano),-2,2023
RA-895,0.0,ALFA D - G2/G3,8,8.5397,Topázio,9.5,10.0,9.5,7.52,6.8,"","",9.5,ALFA (1° e 2° ano),0,2023
RA-896,0.0,ALFA D - G2/G3,7,9.0912,Topázio,9.5,10.0,10.0,6.89,8.5,"","",10.01,ALFA (1° e 2° ano),0,2023
RA-693,0.0,ALFA D - G2/G3,8,9.0112,Topázio,10.0,10.0,9.4,6.89,8.5,"","",10.01,ALFA (1° e 2° ano),0,2023
RA-675,0.0,ALFA D - G2/G3,8,8.3577,Topázio,10.0,10.0,8.0,7.52,8.3,"","",8.34,ALFA (1° e 2° ano),0,2023
RA-850,0.0,ALFA D - G2/G3,9,6.06525,Ágata,0.0,5.0,7.9,6.26,7.3,"","",6.265,Fase 1 (3° e 4° ano),-1,2023
RA-897,0.0,ALFA D - G2/G3,9,5.48225,Quartzo,0.0,5.0,8.1,7.52,6.5,"","",3.32,Fase 1 (3° e 4° ano),-1,2023
RA-842,0.0,ALFA E - G2/G3,9,7.2117,Ametista,9.0,5.0,8.5,3.77,7.9,"","",8.01,Fase 1 (3° e 4° ano),-1,2023
RA-898,0.0,ALFA E - G2/G3,9,8.4217,Topázio,9.0,5.0,9.8,3.77,9.4,"","",10.01,Fase 1 (3° e 4° ano),-1,2023
RA-899,0.0,ALFA E - G2/G3,8,8.8452,Topázio,10.0,10.0,9.8,3.77,9.5,"","",9.34,ALFA (1° e 2° ano),0,2023
RA-900,0.0,ALFA E - G2/G3,8,8.8947,Topázio,9.0,10.0,9.8,9.38,7.8,"","",8.67,ALFA (1° e 2° ano),0,2023
RA-846,0.0,ALFA E - G2/G3,8,7.4637,Ametista,9.5,10.0,8.2,3.77,6.0,"","",8.67,ALFA (1° e 2° ano),0,2023
RA-901,0.0,ALFA E - G2/G3,10,7.3112,Ametista,8.5,5.0,8.7,3.77,7.5,"","",8.595,Fase 2 (5° e 6° ano),-2,2023
RA-743,0.0,ALFA E - G2/G3,10,6.659,Ágata,0.0,5.0,9.1,3.77,7.1,"","",9.01,Fase 2 (5° e 6° ano),-2,2023
RA-681,0.0,ALFA E - G2/G3,10,6.2955,Ágata,0.0,5.0,7.8,3.77,8.3,"","",8.18,Fase 2 (5° e 6° ano),-2,2023
RA-902,0.0,ALFA E - G2/G3,12,5.97345,Quartzo,10.0,2.5,9.3,2.52,3.9,"","",6.5,Fase 3 (7° e 8° ano),-3,2023
RA-903,0.0,ALFA E - G2/G3,8,8.5242,Topázio,10.0,10.0,9.6,5.02,7.8,"","",9.01,ALFA (1° e 2° ano),0,2023
RA-851,0.0,ALFA E - G2/G3,9,6.1683,Ágata,8.4,5.0,7.5,2.52,6.6,"","",6.01,Fase 1 (3° e 4° ano),-1,2023
RA-847,0.0,ALFA E - G2/G3,10,6.5418,Ágata,7.9,5.0,9.1,2.52,7.6,"","",5.84,Fase 2 (5° e 6° ano),-2,2023
RA-904,0.0,ALFA F - G0/G1,7,8.140783333,Topázio,9.0,10.0,9.3,7.52,6.4,"","",7.836666667,ALFA (1° e 2° ano),0,2023
RA-858,0.0,ALFA F - G0/G1,8,7.248833333,Ametista,0.0,10.0,8.1,3.77,9.3,"","",7.946666667,ALFA (1° e 2° ano),0,2023
RA-905,0.0,ALFA F - G0/G1,9,7.831033333,Ametista,9.5,5.0,9.4,7.52,8.3,"","",7.056666667,Fase 1 (3° e 4° ano),-1,2023
RA-702,0.0,ALFA F - G0/G1,9,8.239866667,Topázio,10.0,5.0,10.0,5.63,9.3,"","",7.833333333,Fase 1 (3° e 4° ano),-1,2023
RA-725,0.0,ALFA F - G0/G1,9,8.117366667,Topázio,9.5,5.0,9.0,7.52,8.4,"","",8.113333333,Fase 1 (3° e 4° ano),-1,2023
RA-906,0.0,ALFA F - G0/G1,8,8.1922,Topázio,7.5,10.0,9.2,7.52,8.6,"","",6.95,ALFA (1° e 2° ano),0,2023
RA-907,0.0,ALFA F - G0/G1,8,8.962033333,Topázio,9.5,10.0,9.6,7.52,9.3,"","",8.336666667,ALFA (1° e 2° ano),0,2023
RA-908,0.0,ALFA F - G0/G1,8,8.479366667,Topázio,9.0,10.0,9.0,7.52,7.9,"","",8.223333333,ALFA (1° e 2° ano),0,2023
RA-909,0.0,ALFA F - G0/G1,10,8.486033333,Topázio,10.0,5.0,9.9,7.52,9.2,"","",8.056666667,Fase 2 (5° e 6° ano),-2,2023
RA-708,0.0,ALFA F - G0/G1,9,7.5105,Ametista,0.0,5.0,9.8,7.52,9.2,"","",8.28,Fase 1 (3° e 4° ano),-1,2023
RA-910,0.0,ALFA F - G0/G1,8,7.801,Ametista,0.0,10.0,8.8,7.52,8.9,"","",8.17,ALFA (1° e 2° ano),0,2023
RA-671,0.0,ALFA G - G2/G3,10,6.5143,Ágata,7.9,5.0,8.3,3.14,7.8,"","",5.68,Fase 2 (5° e 6° ano),-2,2023
RA-836,0.0,ALFA G - G2/G3,10,7.6417,Ametista,9.5,5.0,9.6,6.27,6.7,"","",8.085,Fase 2 (5° e 6° ano),-2,2023
RA-911,0.0,ALFA G - G2/G3,11,5.59545,Quartzo,9.0,5.0,6.7,2.52,3.4,"","",7.01,Fase 2 (5° e 6° ano),-2,2023
RA-860,0.0,ALFA G - G2/G3,8,8.2372,Topázio,7.0,10.0,9.8,6.89,7.4,"","",8.34,ALFA (1° e 2° ano),0,2023
RA-727,0.0,ALFA G - G2/G3,9,7.6802,Ametista,9.5,5.0,8.8,2.52,8.0,"","",9.34,Fase 1 (3° e 4° ano),-1,2023
RA-739,0.0,ALFA G - G2/G3,9,7.5972,Ametista,9.0,5.0,8.3,7.52,7.6,"","",8.25,Fase 1 (3° e 4° ano),-1,2023
RA-740,0.0,ALFA G - G2/G3,10,7.2845,Ametista,0.0,5.0,8.7,7.52,9.1,"","",8.925,Fase 2 (5° e 6° ano),-2,2023
RA-912,0.0,ALFA G - G2/G3,9,7.0797,Ametista,7.0,5.0,9.4,7.52,6.3,"","",7.175,Fase 1 (3° e 4° ano),-1,2023
RA-706,0.0,ALFA G - G2/G3,10,7.1527,Ametista,9.0,5.0,7.8,4.39,7.3,"","",8.08,Fase 2 (5° e 6° ano),-2,2023
RA-840,0.0,ALFA G - G2/G3,9,7.7862,Ametista,9.5,5.0,9.0,4.38,8.2,"","",8.59,Fase 1 (3° e 4° ano),-1,2023
RA-841,0.0,ALFA G - G2/G3,11,6.78,Ágata,0.0,5.0,7.2,7.52,6.9,"","",9.84,Fase 2 (5° e 6° ano),-2,2023
RA-709,0.0,ALFA G - G2/G3,11,6.6927,Ágata,10.0,5.0,7.9,7.52,4.9,"","",6.59,Fase 2 (5° e 6° ano),-2,2023
RA-913,0.0,ALFA H - G0/G1,10,7.7432,Ametista,8.0,5.0,8.5,6.89,7.9,"","",9.245,Fase 2 (5° e 6° ano),-2,2023
RA-726,0.0,ALFA H - G0/G1,8,7.3687,Ametista,10.0,10.0,6.1,7.52,6.0,"","",8.17,ALFA (1° e 2° ano),0,2023
RA-914,0.0,ALFA H - G0/G1,8,8.6912,Topázio,10.0,10.0,9.2,7.52,8.7,"","",8.67,ALFA (1° e 2° ano),0,2023
RA-915,0.0,ALFA H - G0/G1,8,8.5962,Topázio,10.0,10.0,8.4,7.52,8.4,"","",8.67,ALFA (1° e 2° ano),0,2023
RA-916,0.0,ALFA H - G0/G1,9,7.3882,Ametista,9.5,5.0,9.7,2.52,6.6,"","",9.005,Fase 1 (3° e 4° ano),-1,2023
RA-917,0.0,ALFA H - G0/G1,7,5.987,Quartzo,0.0,10.0,7.2,2.52,7.0,"","",6.35,ALFA (1° e 2° ano),0,2023
RA-918,0.0,ALFA H - G0/G1,7,7.4967,Ametista,10.0,10.0,8.7,2.52,7.7,"","",7.01,ALFA (1° e 2° ano),0,2023
RA-919,0.0,ALFA H - G0/G1,9,6.225,Ágata,0.0,5.0,8.4,7.52,5.3,"","",8.09,Fase 1 (3° e 4° ano),-1,2023
RA-920,0.0,ALFA H - G0/G1,8,6.9647,Ágata,9.0,10.0,6.3,7.52,6.1,"","",6.35,ALFA (1° e 2° ano),0,2023
RA-921,0.0,ALFA I - G2/G3,7,7.7407,Ametista,9.0,10.0,9.7,7.52,6.3,"","",6.68,ALFA (1° e 2° ano),0,2023
RA-922,0.0,ALFA I - G2/G3,8,8.5262,Topázio,8.5,10.0,9.7,3.14,8.4,"","",10.01,ALFA (1° e 2° ano),0,2023
RA-715,0.0,ALFA I - G2/G3,10,5.8915,Quartzo,0.0,5.0,9.5,3.14,5.4,"","",7.675,Fase 2 (5° e 6° ano),-2,2023
RA-822,0.0,ALFA I - G2/G3,11,6.4497,Ágata,8.5,5.0,8.4,2.52,7.1,"","",5.925,Fase 2 (5° e 6° ano),-2,2023
RA-923,0.0,ALFA I - G2/G3,8,8.8842,Topázio,9.5,10.0,9.9,7.52,7.3,"","",10.01,ALFA (1° e 2° ano),0,2023
RA-742,0.0,ALFA I - G2/G3,10,7.024,Ametista,0.0,5.0,7.6,7.52,7.5,"","",10.01,Fase 2 (5° e 6° ano),-2,2023
RA-924,0.0,ALFA I - G2/G3,8,6.5207,Ágata,9.0,10.0,5.6,7.52,5.0,"","",5.93,ALFA (1° e 2° ano),0,2023
RA-925,0.0,ALFA I - G2/G3,7,7.1837,Ametista,9.0,10.0,8.9,7.52,5.4,"","",5.595,ALFA (1° e 2° ano),0,2023
RA-853,0.0,ALFA J - G2/G3,9,7.8402,Ametista,10.0,5.0,9.5,3.77,7.4,"","",9.84,Fase 1 (3° e 4° ano),-1,2023
RA-854,0.0,ALFA J - G2/G3,8,6.6415,Ágata,0.0,10.0,9.5,3.77,6.0,"","",8.01,ALFA (1° e 2° ano),0,2023
RA-700,0.0,ALFA J - G2/G3,9,8.2852,Topázio,9.5,5.0,9.7,7.52,7.8,"","",9.84,Fase 1 (3° e 4° ano),-1,2023
RA-701,0.0,ALFA J - G2/G3,11,7.3982,Ametista,9.5,5.0,9.9,3.77,7.2,"","",7.68,Fase 2 (5° e 6° ano),-2,2023
RA-856,0.0,ALFA J - G2/G3,8,7.3355,Ametista,0.0,10.0,9.6,7.52,7.3,"","",8.255,ALFA (1° e 2° ano),0,2023
RA-672,0.0,ALFA J - G2/G3,10,6.5623,Ágata,7.9,5.0,9.5,2.52,6.4,"","",6.43,Fase 2 (5° e 6° ano),-2,2023
RA-859,0.0,ALFA J - G2/G3,8,8.6042,Topázio,8.0,10.0,9.2,7.52,7.3,"","",10.01,ALFA (1° e 2° ano),0,2023
RA-704,0.0,ALFA J - G2/G3,11,6.8297,Ágata,10.0,5.0,9.9,3.14,6.1,"","",6.265,Fase 2 (5° e 6° ano),-2,2023
RA-741,0.0,ALFA J - G2/G3,11,6.2707,Ágata,9.5,5.0,6.9,4.39,5.1,"","",7.095,Fase 2 (5° e 6° ano),-2,2023
RA-719,0.0,ALFA J - G2/G3,11,6.4137,Ágata,9.5,5.0,5.3,7.52,5.9,"","",7.095,Fase 2 (5° e 6° ano),-2,2023
RA-926,0.0,ALFA J - G2/G3,9,7.7792,Ametista,9.0,5.0,10.0,3.77,6.8,"","",9.51,Fase 1 (3° e 4° ano),-1,2023
RA-927,0.0,ALFA J - G2/G3,9,7.5982,Ametista,9.0,5.0,9.7,3.77,6.4,"","",9.255,Fase 1 (3° e 4° ano),-1,2023
RA-928,0.0,ALFA K - G0/G1,8,9.3712,Topázio,8.5,10.0,10.0,7.52,9.8,"","",9.67,ALFA (1° e 2° ano),0,2023
RA-929,0.0,ALFA K - G0/G1,8,9.1312,Topázio,8.5,10.0,9.8,7.52,8.8,"","",9.67,ALFA (1° e 2° ano),0,2023
RA-930,0.0,ALFA K - G0/G1,8,8.8872,Topázio,9.0,10.0,8.8,7.52,9.0,"","",9.0,ALFA (1° e 2° ano),0,2023
RA-931,0.0,ALFA K - G0/G1,8,7.3747,Ametista,8.5,10.0,8.2,2.52,7.8,"","",7.6,ALFA (1° e 2° ano),0,2023
RA-932,0.0,ALFA K - G0/G1,7,8.3847,Topázio,9.5,10.0,7.9,7.52,7.5,"","",9.0,ALFA (1° e 2° ano),0,2023
RA-933,0.0,ALFA K - G0/G1,8,8.6712,Topázio,9.0,10.0,8.4,7.52,7.7,"","",9.67,ALFA (1° e 2° ano),0,2023
RA-934,0.0,ALFA K - G0/G1,8,9.1737,Topázio,9.0,10.0,9.6,7.52,8.7,"","",9.67,ALFA (1° e 2° ano),0,2023
RA-935,0.0,ALFA K - G0/G1,9,7.9535,Ametista,0.0,5.0,9.8,7.52,9.4,"","",9.67,Fase 1 (3° e 4° ano),-1,2023
RA-936,0.0,ALFA K - G0/G1,8,8.5477,Topázio,9.0,10.0,10.0,7.52,6.5,"","",8.915,ALFA (1° e 2° ano),0,2023
RA-937,0.0,ALFA K - G0/G1,8,9.3237,Topázio,9.5,10.0,9.6,7.52,9.2,"","",9.67,ALFA (1° e 2° ano),0,2023
RA-756,0.0,ALFA K - G0/G1,10,7.0927,Ametista,10.0,5.0,8.7,7.52,6.1,"","",6.59,Fase 2 (5° e 6° ano),-2,2023
RA-938,0.0,ALFA K - G0/G1,9,6.7372,Ágata,8.5,5.0,8.4,7.52,4.2,"","",7.5,Fase 1 (3° e 4° ano),-1,2023
RA-939,0.0,ALFA L - G2/G3,11,7.9742,Ametista,9.0,5.0,10.0,7.52,5.4,"","",10.01,Fase 2 (5° e 6° ano),-2,2023
RA-789,0.0,ALFA L - G2/G3,8,7.974,Ametista,0.0,10.0,9.5,7.52,7.9,"","",10.01,ALFA (1° e 2° ano),0,2023
RA-792,0.0,ALFA L - G2/G3,10,7.6267,Ametista,9.0,5.0,7.7,7.52,7.2,"","",9.085,Fase 2 (5° e 6° ano),-2,2023
RA-940,0.0,ALFA L - G2/G3,11,6.6112,Ágata,9.0,5.0,8.4,2.52,6.3,"","",7.02,Fase 2 (5° e 6° ano),-2,2023
RA-941,0.0,ALFA L - G2/G3,8,7.6872,Ametista,8.0,10.0,10.0,7.52,5.0,"","",8.175,ALFA (1° e 2° ano),0,2023
RA-942,0.0,ALFA L - G2/G3,10,6.8547,Ágata,9.5,5.0,8.9,2.52,7.1,"","",7.0,Fase 2 (5° e 6° ano),-2,2023
RA-943,0.0,ALFA L - G2/G3,8,8.9172,Topázio,9.5,10.0,9.4,7.52,8.0,"","",9.925,ALFA (1° e 2° ano),0,2023
RA-782,0.0,ALFA L - G2/G3,9,7.6812,Ametista,8.5,5.0,9.8,2.52,7.5,"","",9.345,Fase 1 (3° e 4° ano),-1,2023
RA-768,0.0,ALFA L - G2/G3,11,8.4042,Topázio,10.0,5.0,9.1,7.52,7.9,"","",10.01,Fase 2 (5° e 6° ano),-2,2023
RA-794,0.0,ALFA L - G2/G3,9,7.9842,Ametista,9.0,5.0,9.2,7.52,6.2,"","",10.01,Fase 1 (3° e 4° ano),-1,2023
RA-795,0.0,ALFA L - G2/G3,9,8.4642,Topázio,9.0,5.0,9.6,7.52,8.2,"","",10.01,Fase 1 (3° e 4° ano),-1,2023
RA-944,0.0,ALFA M - G0/G1,9,7.0687,Ametista,9.0,5.0,7.6,7.52,7.5,"","",6.67,Fase 1 (3° e 4° ano),-1,2023
RA-945,0.0,ALFA M - G0/G1,8,8.0777,Topázio,8.5,10.0,9.2,7.52,7.9,"","",6.84,ALFA (1° e 2° ano),0,2023
RA-946,0.0,ALFA M - G0/G1,7,8.5822,Topázio,9.5,10.0,9.4,7.52,9.3,"","",7.0,ALFA (1° e 2° ano),0,2023
RA-754,0.0,ALFA M - G0/G1,10,6.0537,Ágata,9.5,5.0,6.1,2.52,5.6,"","",6.67,Fase 2 (5° e 6° ano),-2,2023
RA-947,0.0,ALFA M - G0/G1,8,6.3457,Ágata,9.0,10.0,7.9,7.52,3.3,"","",5.08,ALFA (1° e 2° ano),0,2023
RA-948,0.0,ALFA M - G0/G1,8,6.5277,Ágata,9.0,10.0,7.6,7.52,0.0,"","",8.34,ALFA (1° e 2° ano),0,2023
RA-949,0.0,ALFA M - G0/G1,8,8.0172,Topázio,9.5,10.0,8.1,7.52,8.9,"","",6.5,ALFA (1° e 2° ano),0,2023
RA-950,0.0,ALFA M - G0/G1,8,8.8862,Topázio,9.0,10.0,10.0,7.52,9.3,"","",8.17,ALFA (1° e 2° ano),0,2023
RA-773,0.0,ALFA M - G0/G1,9,6.9287,Ágata,10.0,5.0,7.5,2.52,7.9,"","",7.67,Fase 1 (3° e 4° ano),-1,2023
RA-951,0.0,ALFA M - G0/G1,7,8.8902,Topázio,9.5,10.0,9.7,7.52,8.4,"","",9.09,ALFA (1° e 2° ano),0,2023
RA-769,0.0,ALFA N - G2/G3,10,7.85345,Ametista,10.0,5.0,9.3,3.77,8.0,"","",8.675,Fase 2 (5° e 6° ano),-2,2023
RA-952,0.0,ALFA N - G2/G3,8,8.37095,Topázio,9.5,10.0,9.2,3.77,9.0,"","",8.425,ALFA (1° e 2° ano),0,2023
RA-826,0.0,ALFA N - G2/G3,9,7.77645,Ametista,10.0,5.0,10.0,3.77,7.3,"","",8.34,Fase 1 (3° e 4° ano),-1,2023
RA-953,0.0,ALFA N - G2/G3,8,7.54005,Ametista,7.4,10.0,8.8,3.14,8.3,"","",7.09,ALFA (1° e 2° ano),0,2023
RA-954,0.0,ALFA N - G2/G3,8,6.82375,Ágata,0.0,10.0,8.3,3.14,7.7,"","",8.005,ALFA (1° e 2° ano),0,2023
RA-780,0.0,ALFA N - G2/G3,10,7.7842,Ametista,9.5,5.0,8.8,3.14,8.3,"","",8.675,Fase 2 (5° e 6° ano),-2,2023
RA-955,0.0,ALFA N - G2/G3,10,7.1297,Ametista,9.0,5.0,8.8,3.14,7.8,"","",7.09,Fase 2 (5° e 6° ano),-2,2023
RA-831,0.0,ALFA N - G2/G3,9,7.71645,Ametista,8.0,5.0,9.4,3.77,8.3,"","",8.59,Fase 1 (3° e 4° ano),-1,2023
RA-783,0.0,ALFA N - G2/G3,9,7.2922,Ametista,9.5,5.0,6.8,3.77,8.9,"","",7.925,Fase 1 (3° e 4° ano),-1,2023
RA-774,0.0,ALFA N - G2/G3,9,5.852,Quartzo,0.0,5.0,9.5,3.14,6.9,"","",6.34,Fase 1 (3° e 4° ano),-1,2023
RA-748,0.0,ALFA O - G2/G3,10,8.7142,Topázio,9.5,5.0,9.7,7.52,9.1,"","",10.01,Fase 2 (5° e 6° ano),-2,2023
RA-749,0.0,ALFA O - G2/G3,9,7.7597,Ametista,10.0,5.0,9.0,7.52,7.3,"","",8.425,Fase 1 (3° e 4° ano),-1,2023
RA-956,0.0,ALFA O - G2/G3,11,7.7312,Ametista,8.0,5.0,7.5,7.52,7.8,"","",9.345,Fase 2 (5° e 6° ano),-2,2023
RA-787,0.0,ALFA O - G2/G3,9,7.5227,Ametista,9.0,5.0,9.8,7.52,5.9,"","",8.34,Fase 1 (3° e 4° ano),-1,2023
RA-957,0.0,ALFA O - G2/G3,8,9.1672,Topázio,10.0,10.0,9.3,7.52,9.1,"","",9.925,ALFA (1° e 2° ano),0,2023
RA-753,0.0,ALFA O - G2/G3,9,8.6672,Topázio,9.0,5.0,9.9,7.52,9.0,"","",9.925,Fase 1 (3° e 4° ano),-1,2023
RA-958,0.0,ALFA O - G2/G3,8,9.2902,Topázio,10.0,10.0,9.8,7.52,9.3,"","",9.84,ALFA (1° e 2° ano),0,2023
RA-755,0.0,ALFA O - G2/G3,9,8.7442,Topázio,10.0,5.0,9.5,7.52,9.2,"","",10.01,Fase 1 (3° e 4° ano),-1,2023
RA-763,0.0,ALFA O - G2/G3,10,6.7215,Ágata,0.0,5.0,9.2,3.14,7.9,"","",9.0,Fase 2 (5° e 6° ano),-2,2023
RA-757,0.0,ALFA O - G2/G3,10,8.6742,Topázio,9.0,5.0,9.6,7.52,9.3,"","",10.01,Fase 2 (5° e 6° ano),-2,2023
RA-959,0.0,ALFA O - G2/G3,8,8.6677,Topázio,10.0,10.0,9.6,7.52,7.7,"","",8.84,ALFA (1° e 2° ano),0,2023
RA-960,0.0,ALFA O - G2/G3,10,7.0847,Ametista,8.5,5.0,10.0,7.52,6.3,"","",5.85,Fase 2 (5° e 6° ano),-2,2023
RA-961,0.0,ALFA O - G2/G3,9,5.99625,Quartzo,0.0,5.0,8.7,2.52,6.2,"","",8.665,Fase 1 (3° e 4° ano),-1,2023
RA-962,0.0,ALFA Q - G2/G3,9,8.4742,Topázio,9.0,5.0,9.2,7.52,8.7,"","",10.01,Fase 1 (3° e 4° ano),-1,2023
RA-805,0.0,ALFA Q - G2/G3,9,6.492,Ágata,0.0,5.0,9.1,7.52,6.8,"","",7.175,Fase 1 (3° e 4° ano),-1,2023
RA-806,0.0,ALFA Q - G2/G3,9,7.2937,Ametista,8.5,5.0,8.3,6.27,7.8,"","",7.095,Fase 1 (3° e 4° ano),-1,2023
RA-807,0.0,ALFA Q - G2/G3,9,7.8632,Ametista,9.5,5.0,9.1,7.52,8.0,"","",8.08,Fase 1 (3° e 4° ano),-1,2023
RA-963,0.0,ALFA Q - G2/G3,9,8.6142,Topázio,9.5,5.0,9.8,7.52,8.5,"","",10.01,Fase 1 (3° e 4° ano),-1,2023
RA-964,0.0,ALFA Q - G2/G3,9,7.7997,Ametista,8.5,5.0,9.4,7.52,7.2,"","",8.5,Fase 1 (3° e 4° ano),-1,2023
RA-965,0.0,ALFA Q - G2/G3,9,6.4832,Ágata,8.5,5.0,8.2,6.27,4.7,"","",7.18,Fase 1 (3° e 4° ano),-1,2023
RA-966,0.0,ALFA Q - G2/G3,9,7.44345,Ametista,10.0,5.0,10.0,7.52,5.0,"","",7.675,Fase 1 (3° e 4° ano),-1,2023
RA-967,0.0,ALFA Q - G2/G3,10,7.1347,Ametista,9.5,5.0,8.0,7.52,6.5,"","",7.35,Fase 2 (5° e 6° ano),-2,2023
RA-968,0.0,ALFA Q - G2/G3,9,8.4942,Topázio,9.0,5.0,9.7,7.52,8.3,"","",10.01,Fase 1 (3° e 4° ano),-1,2023
RA-812,0.0,ALFA Q - G2/G3,8,8.0357,Topázio,9.5,10.0,9.1,7.52,5.8,"","",8.33,ALFA (1° e 2° ano),0,2023
RA-969,0.0,ALFA Q - G2/G3,8,7.7692,Ametista,8.5,10.0,9.7,7.52,5.5,"","",7.51,ALFA (1° e 2° ano),0,2023
RA-970,0.0,ALFA R - G0/G1,8,8.9977,Topázio,8.5,10.0,8.1,7.52,9.4,"","",9.84,ALFA (1° e 2° ano),0,2023
RA-971,0.0,ALFA R - G0/G1,8,7.0169,Ametista,7.8,10.0,6.4,3.77,6.9,"","",8.17,ALFA (1° e 2° ano),0,2023
RA-972,0.0,ALFA R - G0/G1,8,7.5427,Ametista,9.0,10.0,9.1,3.77,6.0,"","",7.84,ALFA (1° e 2° ano),0,2023
RA-973,0.0,ALFA R - G0/G1,9,5.82875,Quartzo,0.0,5.0,8.6,3.77,5.2,"","",7.415,Fase 1 (3° e 4° ano),-1,2023
RA-974,0.0,ALFA R - G0/G1,7,8.4752,Topázio,9.0,10.0,9.1,3.77,8.8,"","",9.34,ALFA (1° e 2° ano),0,2023
RA-975,0.0,ALFA R - G0/G1,7,7.7803,Ametista,7.9,10.0,9.2,7.52,6.5,"","",7.67,ALFA (1° e 2° ano),0,2023
RA-976,0.0,ALFA R - G0/G1,8,8.39895,Topázio,9.5,10.0,9.2,6.27,8.6,"","",8.34,ALFA (1° e 2° ano),0,2023
RA-977,0.0,ALFA R - G0/G1,7,7.1717,Ametista,8.5,10.0,7.4,5.02,5.8,"","",8.085,ALFA (1° e 2° ano),0,2023
